"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"lfc_shrunken"	"SYMBOL"	"GENENAME"	"ENTREZID"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"Ctrl_4"	"OB_OA_1"	"OB_OA_2"	"OB_OA_3"	"OB_OA_4"	"OB_OA_5"	"OB_OA_6"	"OB_OA_7"
"ENSG00000145386"	68.5030964897888	1.54308520190093	0.395236990760267	3.90420238483422	9.45366471935987e-05	0.0089420546286651	1.37226017948141	"CCNA2"	"cyclin A2"	"890"	16	49	34	33	49	81	211	71	93	77	63
"ENSG00000145623"	3057.96612344999	1.23225965893614	0.242863018729378	5.07388759879183	3.89769344641517e-07	0.000140193879014744	1.17730078984842	"OSMR"	"oncostatin M receptor"	"9180"	1918	1354	2011	1668	1879	4271	4675	4310	5847	3710	2920
"ENSG00000145632"	579.09950148518	-1.19780689069081	0.264998605365843	-4.52004979059109	6.18250890662872e-06	0.00115158000885037	-1.13538104117624	"PLK2"	"polo like kinase 2"	"10769"	919	650	815	1506	222	447	498	385	273	484	471
"ENSG00000145911"	106.728495416665	-1.82089545506351	0.485206302457465	-3.75282729395943	0.000174851321892826	0.0133810014623169	-1.54180076998035	"N4BP3"	"NEDD4 binding protein 3"	"23138"	324	82	248	168	11	75	43	25	48	72	139
"ENSG00000146151"	94.6106493387518	-1.64555087495203	0.463687783589821	-3.54883379116084	0.000386941235478868	0.0234532718692912	-1.41151840794955	"HMGCLL1"	"3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1"	"54511"	41	222	109	365	13	54	70	53	55	48	100
"ENSG00000146411"	1389.0638547569	1.51538029692766	0.461692396547735	3.28222926835873	0.00102989830177773	0.0442661949330126	1.29336596457371	"SLC2A12"	"solute carrier family 2 member 12"	"154091"	1491	333	330	505	1182	1970	1249	3301	2438	1502	837
"ENSG00000146670"	65.9290904238473	1.75680771360599	0.519899591098807	3.3791288619654	0.000727159154803035	0.0356764500197369	1.44126025155599	"CDCA5"	"cell division cycle associated 5"	"113130"	42	17	38	12	33	50	217	31	84	70	169
"ENSG00000146966"	680.215172415764	-1.43063442120532	0.402451481528027	-3.55479973827774	0.00037826708139576	0.0232366492967068	-1.27079920330771	"DENND2A"	"DENN domain containing 2A"	"27147"	1421	959	1650	702	280	553	236	351	344	244	893
"ENSG00000147168"	43.8952725072001	1.9802589787866	0.450474821936674	4.39593709205124	1.10295876396157e-05	0.00184972274672722	1.70336179352925	"IL2RG"	"interleukin 2 receptor subunit gamma"	"3561"	11	21	16	17	40	20	87	97	47	83	43
"ENSG00000147408"	2387.67945881049	0.974905646842359	0.292445761202898	3.33362891919631	0.000857209363691535	0.0393469047950393	0.913057978234814	"CSGALNACT1"	"chondroitin sulfate N-acetylgalactosaminyltransferase 1"	"55790"	2023	1048	1290	1936	1904	4936	2614	2858	2854	2835	2170
"ENSG00000147647"	55.8550968214702	5.1434901638155	1.23625234710003	4.16055037297277	3.17481580269891e-05	0.00413270308488464	1.79915411343831	"DPYS"	"dihydropyrimidinase"	"1807"	0	3	0	8	28	1	62	226	159	25	114
"ENSG00000147655"	342.999466220398	3.15007306494483	0.464752358138406	6.77796036917949	1.21884270305578e-11	3.70203157008141e-08	2.6729852834027	"RSPO2"	"R-spondin 2"	"340419"	38	29	109	65	308	194	375	719	608	276	1026
"ENSG00000147676"	51.283824220574	-4.10284803330172	1.19100910929806	-3.44485025452056	0.000571375835717239	0.0303874121501293	-1.97075498533022	"MAL2"	"mal, T cell differentiation protein 2"	"114569"	0	327	16	223	2	1	6	8	23	8	7
"ENSG00000147852"	185.724659038928	-2.16533360845167	0.446407179470115	-4.85057971294709	1.23101147512979e-06	0.000343376833511713	-1.87763839808915	"VLDLR"	"very low density lipoprotein receptor"	"7436"	385	426	169	612	27	50	42	148	90	57	172
"ENSG00000148180"	78048.8594183438	-1.22836554937059	0.370469013098066	-3.31570389409446	0.000914126299717331	0.0412352417971501	-1.10973165184343	"GSN"	"gelsolin"	"2934"	113642	123198	120484	168958	22026	87157	29693	25847	43844	61034	108318
"ENSG00000148773"	336.56362064753	2.57065991389051	0.525563053576139	4.89124929235175	1.00197961621867e-06	0.000297718639010366	2.09184891438045	"MKI67"	"marker of proliferation Ki-67"	"4288"	95	46	149	47	674	178	807	189	354	319	497
"ENSG00000148926"	603.69990229975	-1.90773462720905	0.497916108464419	-3.8314378562536	0.000127396554181194	0.0107933605023659	-1.60259733973965	"ADM"	"adrenomedullin"	"133"	1686	706	1442	902	250	74	293	126	210	334	769
"ENSG00000149968"	22334.9102416015	4.83948236174727	1.2376525430913	3.9102108170518	9.22156021669472e-05	0.00884493228363393	1.58764221714266	"MMP3"	"matrix metallopeptidase 3"	"4314"	3872	353	264	450	4400	1174	76645	122634	29094	4694	12077
"ENSG00000149970"	110.320105417191	-1.89136904750739	0.532730779051282	-3.55032808668507	0.000384751332022322	0.023372360915916	-1.5530817671907	"CNKSR2"	"connector enhancer of kinase suppressor of Ras 2"	"22866"	96	133	347	305	37	124	39	74	9	30	67
"ENSG00000150337"	436.511445212615	2.1717289157726	0.604090775578977	3.59503737445941	0.00032434501081306	0.0208128995671028	1.66595099659665	"FCGR1A"	"Fc fragment of IgG receptor Ia"	"2209"	287	82	32	173	403	35	1177	758	501	573	795
"ENSG00000151136"	378.376107369	2.40843665158856	0.360893438708743	6.67353959164738	2.49706176651031e-11	6.82596804493258e-08	2.18015281991405	"BTBD11"	"BTB domain containing 11"	"121551"	70	76	117	173	281	210	625	595	920	504	682
"ENSG00000151692"	739.007295604984	-1.08466234017885	0.283839442360944	-3.82139399357875	0.000132699453000786	0.011059366607407	-1.02029756781119	"RNF144A"	"ring finger protein 144A"	"9781"	1508	851	1178	1167	371	720	446	348	444	632	672
"ENSG00000151725"	52.4101338817684	1.34575932903359	0.375441146997643	3.58447479663715	0.000337757176265571	0.0213725235425825	1.21017665517086	"CENPU"	"centromere protein U"	"79682"	17	23	32	41	56	39	110	66	59	64	64
"ENSG00000152270"	1002.17045109167	-2.18123564379838	0.536293499322296	-4.06724237111726	4.75727567219588e-05	0.00565412555544116	-1.78868226009863	"PDE3B"	"phosphodiesterase 3B"	"5140"	344	3393	396	4733	224	351	327	606	464	427	689
"ENSG00000152467"	10.8135761163822	2.46005846219521	0.713568771873618	3.44754221199427	0.000565711998672304	0.0302628242577419	1.75335241947055	"ZSCAN1"	"zinc finger and SCAN domain containing 1"	"284312"	7	1	0	4	4	18	14	14	16	12	35
"ENSG00000152977"	1111.04149141337	1.62658983726154	0.430524226833196	3.77816098579686	0.000157990740108022	0.0125364151480498	1.41558105354707	"ZIC1"	"Zic family member 1"	"7545"	808	614	313	264	551	426	1487	2340	2228	1679	1910
"ENSG00000153563"	52.5167093093809	2.10794611481773	0.615904925322785	3.42251868454047	0.000620438334683502	0.032121784691114	1.6064616880285	"CD8A"	"CD8a molecule"	"925"	18	24	6	25	30	9	147	118	125	83	16
"ENSG00000154263"	193.379461257966	-2.06930574892531	0.522194996817659	-3.96270696107008	7.41047186008248e-05	0.00770238246263174	-1.71224806996451	"ABCA10"	"ATP binding cassette subfamily A member 10"	"10349"	82	387	167	1044	22	70	60	148	86	123	143
"ENSG00000154654"	70.5293458209774	1.54661710233681	0.444069590964494	3.48282596648341	0.000496150789590182	0.0278496467848814	1.33581245084215	"NCAM2"	"neural cell adhesion molecule 2"	"4685"	26	31	17	64	65	47	97	193	80	84	64
"ENSG00000154734"	1543.57361305943	1.34014443705108	0.367317423065847	3.64846411549293	0.000263812742110063	0.0177949073181492	1.20998168862482	"ADAMTS1"	"ADAM metallopeptidase with thrombospondin type 1 motif 1"	"9510"	516	834	786	1237	597	1041	2266	1551	1972	3037	4111
"ENSG00000154856"	532.206950076459	-2.11753387463081	0.533216498575201	-3.97124597661369	7.14977104244908e-05	0.00748835790101104	-1.7397688840289	"APCDD1"	"APC down-regulated 1"	"147495"	270	1130	655	2571	79	285	183	67	181	341	628
"ENSG00000154864"	873.472038445589	-1.87060448689863	0.494554168525201	-3.78240566139988	0.000155319966159737	0.0124511043839958	-1.57470005958225	"PIEZO2"	"piezo type mechanosensitive ion channel component 2"	"63895"	1010	379	3882	1520	298	753	269	322	297	397	734
"ENSG00000155307"	377.4980829201	1.78095540119111	0.528509567602502	3.36976946182852	0.000752310954808114	0.0360160635037384	1.45089321564373	"SAMSN1"	"SAM domain, SH3 domain and nuclear localization signals 1"	"64092"	156	192	53	240	368	118	606	1233	439	493	175
"ENSG00000155761"	149.93124947513	-2.51159514548471	0.465487822875561	-5.39561943848344	6.82875483119907e-08	4.34118237361995e-05	-2.15420199214033	"SPAG17"	"sperm associated antigen 17"	"200162"	54	310	342	678	24	45	41	87	53	62	81
"ENSG00000155886"	31.229695240685	3.51848272174761	0.772172594586856	4.55660139509373	5.19879484616543e-06	0.00101195516329472	2.32640101524236	"SLC24A2"	"solute carrier family 24 member 2"	"25769"	1	6	9	1	42	7	50	70	20	10	109
"ENSG00000155980"	111.405110665979	1.65106351987174	0.39631854681908	4.16600114509769	3.09989144192541e-05	0.00405474085730345	1.46646767516146	"KIF5A"	"kinesin family member 5A"	"3798"	77	55	29	37	163	146	127	130	184	102	109
"ENSG00000156127"	40.7996331490182	2.45158248421965	0.47877791697707	5.12050033489131	3.04726076069467e-07	0.000120724521962825	2.07024125497175	"BATF"	"basic leucine zipper ATF-like transcription factor"	"10538"	7	7	18	13	40	44	122	38	34	92	38
"ENSG00000156234"	7.15907365291836	6.02367814226187	1.39040639051128	4.33231477024991	1.47549785655689e-05	0.0022917164435704	2.1964094827765	"CXCL13"	"C-X-C motif chemokine ligand 13"	"10563"	0	0	0	0	5	0	30	25	8	2	10
"ENSG00000156475"	50.9333396555537	-1.63795239706569	0.391613588458844	-4.18257293755228	2.88228504907659e-05	0.00388128788677624	-1.46353108378692	"PPP2R2B"	"protein phosphatase 2 regulatory subunit Bbeta"	"5521"	39	95	123	128	13	40	26	44	17	30	34
"ENSG00000156738"	57.4168615130237	4.67698797301502	1.20385888110001	3.88499686004848	0.000102331210933882	0.00941860600029835	1.73566078445987	"MS4A1"	"membrane spanning 4-domains A1"	"931"	0	10	1	4	17	6	138	364	51	44	9
"ENSG00000156970"	32.8682795364875	2.36562566419658	0.626174922867484	3.77789907868477	0.000158156941192727	0.0125364151480498	1.78928696236478	"BUB1B"	"BUB1 mitotic checkpoint serine/threonine kinase B"	"701"	6	2	10	21	54	17	103	23	41	49	18
"ENSG00000157150"	1184.23817139897	-2.37684416364318	0.533208424588064	-4.45762680040068	8.28720172187768e-06	0.00143379079917246	-1.95384425683475	"TIMP4"	"TIMP metallopeptidase inhibitor 4"	"7079"	648	5567	614	3849	140	493	283	379	734	358	1044
"ENSG00000157152"	90.5290289465238	-1.61631044794878	0.434035923024959	-3.72390938677173	0.000196161356707274	0.0142155316566	-1.41082970381624	"SYN2"	"synapsin II"	"6854"	112	291	62	223	14	47	31	55	75	57	99
"ENSG00000157214"	1361.30334437942	1.3218403631157	0.399269690394105	3.31064539812916	0.000930810808063874	0.0416442622737055	1.17249793003984	"STEAP2"	"STEAP2 metalloreductase"	"261729"	371	879	604	1167	1293	2153	1076	3050	2037	1389	767
"ENSG00000157542"	116.991700222234	3.15790305761019	0.577891522706822	5.46452566533369	4.64146226815199e-08	3.33892138321586e-05	2.46329003263899	"KCNJ6"	"potassium inwardly rectifying channel subfamily J member 6"	"3763"	19	15	39	7	239	93	90	314	132	78	99
"ENSG00000157551"	673.417285038321	2.82461075863115	0.335330665332693	8.42335953924391	3.65839612190136e-17	3.33353054627652e-13	2.59003479073273	"KCNJ15"	"potassium inwardly rectifying channel subfamily J member 15"	"3772"	119	108	250	102	404	1627	1060	1182	895	1145	724
"ENSG00000157617"	979.691315106642	-1.19018070987379	0.341337167633206	-3.48681837998004	0.000488803184130312	0.0276072806640211	-1.09100846763892	"C2CD2"	"C2 calcium dependent domain containing 2"	"25966"	636	1227	1698	3087	272	901	723	579	667	716	968
"ENSG00000157680"	165.866460899033	-2.10481039422892	0.532362044620144	-3.95371987071461	7.69454902029419e-05	0.00779557804438707	-1.72968680373873	"DGKI"	"diacylglycerol kinase iota"	"9162"	42	160	799	367	55	116	49	53	80	76	90
"ENSG00000157766"	322.433907753667	1.79884131720766	0.530714921196361	3.38946814073484	0.000700283457574736	0.0349781668961377	1.46292884612173	"ACAN"	"aggrecan"	"176"	206	64	129	127	445	328	187	183	211	293	1201
"ENSG00000157927"	175.563472097004	-1.44892702710319	0.413581280896843	-3.50336703818225	0.000459415948991238	0.0266071914864926	-1.27926361129034	"RADIL"	"Rap associating with DIL domain"	"55698"	333	334	340	234	26	205	72	47	107	127	213
"ENSG00000158445"	111.45711894116	-1.3017598549242	0.385018617504349	-3.38103093134059	0.000722144132431716	0.0355045539643046	-1.16700301577758	"KCNB1"	"potassium voltage-gated channel subfamily B member 1"	"3745"	153	185	141	295	46	29	43	66	90	121	114
"ENSG00000158869"	2039.0816722253	1.18424958432208	0.360687604415693	3.28331101436254	0.0010259540829913	0.0441824909495992	1.07312681373545	"FCER1G"	"Fc fragment of IgE receptor Ig"	"2207"	1001	1045	1681	1023	1992	1556	4908	2815	2603	2487	1233
"ENSG00000159200"	1382.68696966629	1.34291881469682	0.340468752105339	3.94432324961596	8.00256520572851e-05	0.0079866751625734	1.22946805013432	"RCAN1"	"regulator of calcineurin 1"	"1827"	432	736	1055	744	938	1334	1186	2719	1906	3031	1369
"ENSG00000159216"	3968.62230044567	1.35346755967869	0.263063338082721	5.14502541305506	2.67484598399758e-07	0.000109133716147101	1.28308255756615	"RUNX1"	"RUNX family transcription factor 1"	"861"	2188	1404	3109	1664	2629	5386	5264	5513	4928	6120	6304
"ENSG00000159450"	85.5196134429692	2.15892929406323	0.533568088778426	4.0462114198133	5.20532244138822e-05	0.0059661287818866	1.75081456159846	"TCHH"	"trichohyalin"	"7062"	43	44	10	15	141	34	120	172	66	106	116
"ENSG00000159674"	1507.93377229319	-2.22361631125455	0.600535501494454	-3.70272249637366	0.000213298154603834	0.0151681196875125	-1.74576513767729	"SPON2"	"spondin 2"	"10417"	1518	695	8964	1217	232	1238	312	219	834	605	1266
"ENSG00000160111"	807.09602406124	-4.36457441019357	0.824424061931846	-5.29408906378376	1.19611131406305e-07	5.96412185818349e-05	-2.89783390117927	"CPAMD8"	"C3 and PZP like alpha-2-macroglobulin domain containing 8"	"27151"	123	3918	474	4593	34	112	118	43	73	297	59
"ENSG00000160185"	24.7059271700833	1.76410454962134	0.517928509930112	3.40607731723319	0.000659035124035248	0.0334237182757468	1.45275340050608	"UBASH3A"	"ubiquitin associated and SH3 domain containing A"	"53347"	10	9	9	14	12	9	59	63	37	34	26
"ENSG00000160321"	146.132407307752	1.85514706898983	0.483119239534395	3.839936225222	0.000123066275449767	0.0106460117268824	1.56029634470654	"ZNF208"	"zinc finger protein 208"	"7757"	80	55	29	70	98	266	193	491	126	144	59
"ENSG00000162365"	9.56678342122473	-1.84089966767145	0.534235821021592	-3.44585592211168	0.00056925377633563	0.0303874121501293	-1.50929203865404	"CYP4A22"	"cytochrome P450 family 4 subfamily A member 22"	"284541"	12	17	25	22	1	4	6	6	5	8	6
"ENSG00000162437"	229.192480991172	-0.847034548405936	0.254959451934403	-3.32223238628495	0.000893002867275842	0.0406852106330874	-0.805965093108729	"RAVER2"	"ribonucleoprotein, PTB binding 2"	"55225"	209	401	325	439	72	241	214	184	157	216	197
"ENSG00000162496"	4064.95824146361	-1.0558340417928	0.302767545473708	-3.48727615484957	0.000487967214560069	0.0276072806640211	-0.985190278450071	"DHRS3"	"dehydrogenase/reductase 3"	"9249"	7156	4734	6613	7274	1775	2337	2720	1600	2832	5122	4243
"ENSG00000162551"	502.605993343118	2.28619630422461	0.564525883969595	4.04976347257753	5.12694260553328e-05	0.00593856368918889	1.80839715569615	"ALPL"	"alkaline phosphatase, biomineralization associated"	"249"	192	71	238	103	250	137	2209	182	723	990	805
"ENSG00000162631"	130.087709162691	1.55226065104642	0.469679396893094	3.304936646816	0.00094997870830141	0.0420885218316489	1.31829537048846	"NTNG1"	"netrin G1"	"22854"	80	81	16	73	101	54	232	257	138	117	293
"ENSG00000162692"	12166.1405570336	1.79029215526684	0.21380275661538	8.37356909521742	5.58988850750097e-17	3.82012980602616e-13	1.7277368104811	"VCAM1"	"vascular cell adhesion molecule 1"	"7412"	5972	4329	4210	5669	9421	16506	19256	17841	21814	18143	12724
"ENSG00000162777"	890.215826535116	1.07457928136143	0.272949072742311	3.93692226379509	8.25333280855855e-05	0.00814487746046052	1.01472995813219	"DENND2D"	"DENN domain containing 2D"	"79961"	556	522	479	675	588	909	1816	887	1174	1764	745
"ENSG00000162817"	722.781853064372	-1.69031461173638	0.436885474578711	-3.86901078221096	0.000109277810154274	0.00976215104044846	-1.47308956745129	"C1orf115"	"chromosome 1 open reading frame 115"	"79762"	713	1438	543	3001	136	395	345	289	288	564	895
"ENSG00000162894"	52.1341963431017	1.84562517210109	0.526518819970735	3.50533561593045	0.000456032018291033	0.0265319664246601	1.50744056710627	"FCMR"	"Fc fragment of IgM receptor"	"9214"	21	11	23	29	35	8	108	128	82	86	54
"ENSG00000163220"	1235.91967563342	1.96100572242437	0.46528004023843	4.21467837180264	2.50134395697583e-05	0.00348860910244344	1.66798916730576	"S100A9"	"S100 calcium binding protein A9"	"6280"	398	415	491	552	636	719	5724	1374	700	1532	1822
"ENSG00000163235"	55.4697237063969	1.49422278071639	0.426433998797587	3.50399542468386	0.000458333232478442	0.0266008434034622	1.30478244409916	"TGFA"	"transforming growth factor alpha"	"7039"	34	24	15	37	46	28	62	130	102	66	66
"ENSG00000163376"	72.922194329183	1.7288366235205	0.483454220583188	3.57600895785959	0.000348879701657833	0.0219745979827616	1.45485293234229	"KBTBD8"	"kelch repeat and BTB domain containing 8"	"84541"	34	40	9	44	69	77	136	182	91	86	27
"ENSG00000163687"	691.836080853242	1.62235613484722	0.407212849442718	3.98404946471473	6.77507606778164e-05	0.00717842943367748	1.43186536573621	"DNASE1L3"	"deoxyribonuclease 1 like 3"	"1776"	486	251	232	288	376	418	1009	1737	1595	513	892
"ENSG00000163739"	184.52808939155	3.05328122522114	0.493894193810021	6.18205531364396	6.32723461917673e-10	9.60896030832307e-07	2.54103868775992	"CXCL1"	"C-X-C motif chemokine ligand 1"	"2919"	37	17	27	60	151	52	345	116	472	481	333
"ENSG00000164106"	526.510512943671	1.99208362215878	0.411247874356885	4.84399737086551	1.27252616488187e-06	0.00035137146710314	1.75307394257508	"SCRG1"	"stimulator of chondrogenesis 1"	"11341"	267	152	116	241	375	290	596	1183	650	519	1449
"ENSG00000164236"	247.114959721095	-1.97795660625203	0.354933193652827	-5.57275746992191	2.5073852528542e-08	2.1419338522507e-05	-1.80204810845598	"ANKRD33B"	"ankyrin repeat domain 33B"	"651746"	495	417	322	801	34	115	144	96	93	139	256
"ENSG00000164283"	43.8966423424128	2.42491527817435	0.697457192651214	3.47679442369305	0.000507446737835882	0.0283093143377177	1.72206806739174	"ESM1"	"endothelial cell specific molecule 1"	"11082"	2	17	7	25	34	11	26	206	75	43	29
"ENSG00000164684"	2158.69077106516	-1.09839116086198	0.339414367759675	-3.23613631359207	0.00121159510159168	0.0492127246613822	-1.00774039704398	"ZNF704"	"zinc finger protein 704"	"619279"	1884	4057	3317	4822	756	2089	678	2037	1519	1537	2126
"ENSG00000164879"	123.637766919635	-5.11744762591439	1.08965977996305	-4.69637195023194	2.64823120871353e-06	0.000635017967731518	-2.65529113585677	"CA3"	"carbonic anhydrase 3"	"761"	1	312	43	1121	3	22	7	13	8	4	10
"ENSG00000164932"	114.226900056197	-1.44767951878686	0.388393853849562	-3.72734919576662	0.000193504272354638	0.0141199537055542	-1.29557858949347	"CTHRC1"	"collagen triple helix repeat containing 1"	"115908"	139	157	310	203	41	44	35	113	58	92	104
"ENSG00000165304"	27.6395070210916	2.05270027015963	0.585530120064191	3.50571251558262	0.000455386796911011	0.0265319664246601	1.60473464336675	"MELK"	"maternal embryonic leucine zipper kinase"	"9833"	15	8	14	1	24	20	96	40	42	19	28
"ENSG00000165474"	1022.6501094425	2.63380358062742	0.550967475861685	4.78032496656592	1.7501207203999e-06	0.000451333018989167	2.10107146352862	"GJB2"	"gap junction protein beta 2"	"2706"	490	338	101	56	1243	493	2257	1295	2440	1853	481
"ENSG00000165507"	4081.73037304551	-1.38298814931924	0.339772999945209	-4.07032974822091	4.69466397059423e-05	0.00561693456930902	-1.26884346166759	"DEPP1"	"DEPP1 autophagy regulator"	"11067"	8512	4410	7138	8481	1311	1313	2213	2395	2433	3662	4986
"ENSG00000165795"	2004.88662711552	-0.996312017271722	0.276741036404471	-3.60016002764246	0.000318021394270855	0.0205033793249719	-0.939932261400311	"NDRG2"	"NDRG family member 2"	"57447"	3190	3637	1945	3818	735	1547	1059	1137	1730	1935	2355
"ENSG00000165816"	67.9840144202426	-1.65347261974826	0.498390325027516	-3.31762583805569	0.00090786010227464	0.0411563246364503	-1.38814810519355	"VWA2"	"von Willebrand factor A domain containing 2"	"340706"	114	70	170	158	7	101	19	14	41	47	55
"ENSG00000166148"	400.058373134941	-1.25008662464329	0.360192756263148	-3.47060456632285	0.000519288110378339	0.0288521540351672	-1.13531735258755	"AVPR1A"	"arginine vasopressin receptor 1A"	"552"	263	690	515	1309	131	221	356	176	332	265	432
"ENSG00000166165"	415.453738119321	-1.42140987896031	0.406058776573594	-3.5005027867011	0.000464381383281304	0.0267458758977069	-1.26013912916615	"CKB"	"creatine kinase B"	"1152"	398	1091	613	870	105	381	119	156	313	220	564
"ENSG00000166268"	19.1306899683988	-2.63292723533241	0.783416705281059	-3.36082600432654	0.000777097629069705	0.0366254151521542	-1.80003726612578	"MYRFL"	"myelin regulatory factor like"	"196446"	9	59	2	114	5	1	5	15	7	8	4
"ENSG00000166473"	256.425214922395	-3.013627647483	0.625066500849753	-4.82129124402938	1.42631933624795e-06	0.000385310159949832	-2.32999027999589	"PKD1L2"	"polycystin 1 like 2 (gene/pseudogene)"	"114780"	183	1087	389	862	8	221	24	18	43	93	132
"ENSG00000166592"	52.9973046905287	-2.02083812581486	0.498568276622027	-4.05328261057189	5.05039302365409e-05	0.00592521646757975	-1.697071075973	"RRAD"	"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"	"6236"	107	155	23	157	8	31	18	31	11	30	52
"ENSG00000167244"	322.787806857233	-2.26055206705478	0.602619623525797	-3.75120885348668	0.000175984026867724	0.0134002767645017	-1.77232754627392	"IGF2"	"insulin like growth factor 2"	"3481"	306	181	1707	514	32	107	70	48	201	122	426
"ENSG00000167397"	842.538522296175	1.38230831618919	0.313906087637851	4.40357282202165	1.06482517815893e-05	0.00180795410373618	1.28188114107119	"VKORC1"	"vitamin K epoxide reductase complex subunit 1"	"79001"	303	403	571	495	954	811	1150	1283	1427	736	916
"ENSG00000167476"	6.67790722771281	5.18826490756465	1.43196160633322	3.62318716131649	0.000290995102147382	0.0191678123187972	1.86559811813299	"JSRP1"	"junctional sarcoplasmic reticulum protein 1"	"126306"	0	0	1	0	1	5	16	41	4	8	0
"ENSG00000167779"	3254.91878777386	-1.81854641834085	0.495013825879602	-3.67372853699476	0.000239036684695932	0.0165425488932861	-1.53035679463129	"IGFBP6"	"insulin like growth factor binding protein 6"	"3489"	4270	3227	14197	3081	889	3695	689	757	1600	2088	2326
"ENSG00000167984"	121.236907399935	1.13886947849074	0.329305380594465	3.45839924156369	0.000543395485394671	0.0294316347529538	1.04883573234771	"NLRC3"	"NLR family CARD domain containing 3"	"197358"	52	86	46	114	48	107	201	207	159	180	201
"ENSG00000168078"	38.6879230662625	2.13666205297344	0.623329150935743	3.42782308474725	0.000608441828966632	0.0317411561767784	1.61882898492559	"PBK"	"PDZ binding kinase"	"55872"	5	19	25	2	25	12	127	46	85	30	65
"ENSG00000168209"	1823.41241494819	-1.17340824081681	0.355269329072645	-3.30286952684527	0.000957009042250841	0.0423313902572314	-1.06826061856941	"DDIT4"	"DNA damage inducible transcript 4"	"54541"	2134	2650	4654	2454	503	826	1072	1626	2206	849	1914
"ENSG00000168309"	418.217892265303	-1.45144516595096	0.36079960967769	-4.02285680754358	5.74964554879785e-05	0.00641162763000393	-1.31790471486947	"FAM107A"	"family with sequence similarity 107 member A"	"11170"	319	686	1117	867	169	243	168	146	345	342	380
"ENSG00000168421"	56.0500108593856	2.02580927875757	0.501398718977929	4.04031602411561	5.33792246181155e-05	0.00605466590938094	1.68381399289102	"RHOH"	"ras homolog family member H"	"399"	21	18	9	34	44	24	125	167	54	69	54
"ENSG00000168447"	26.3917706455959	-2.09811792144477	0.535861790641598	-3.91540870815336	9.02511902872574e-05	0.00871769094590978	-0.893472349790934	"SCNN1B"	"sodium channel epithelial 1 subunit beta"	"6338"	40	49	34	102	4	20	3	16	5	12	118
"ENSG00000168453"	326.932078904753	-1.28805010682463	0.39133068829395	-3.2914620431125	0.000996680657454375	0.0435924199234765	-1.15098334637954	"HR"	"HR lysine demethylase and nuclear receptor corepressor"	"55806"	632	409	742	414	69	274	241	88	148	370	390
"ENSG00000168497"	897.260850920059	-1.5350320349509	0.362256884716211	-4.23741300639028	2.26109983225156e-05	0.00318605283579529	-1.3929150271999	"CAVIN2"	"caveolae associated protein 2"	"8436"	926	1595	1084	3123	292	352	450	482	465	633	1072
"ENSG00000168685"	211.199054158716	1.77211897950983	0.547394630300716	3.23737004606037	0.00120636869975816	0.0491464899800134	1.42421358064082	"IL7R"	"interleukin 7 receptor"	"3575"	46	154	56	103	91	54	500	584	423	335	81
"ENSG00000168702"	1441.74615374097	2.15738754977319	0.463666493531547	4.65288646013926	3.2732049850538e-06	0.000744202392984683	1.83600458395894	"LRP1B"	"LDL receptor related protein 1B"	"53353"	788	606	208	291	1270	868	1984	4179	3025	1091	1374
"ENSG00000168952"	107.498100050976	-1.71018707829994	0.494006378680626	-3.46187246178368	0.000536431293572133	0.0292109279702945	-1.43960759178475	"STXBP6"	"syntaxin binding protein 6"	"29091"	62	153	415	182	23	141	33	44	54	41	87
"ENSG00000169047"	1093.98348483074	-1.25560926584484	0.386498603852027	-3.2486773647585	0.00115942901671001	0.0478744385436788	-1.12486652222591	"IRS1"	"insulin receptor substrate 1"	"3667"	823	2103	1625	2987	271	1002	701	399	616	677	1617
"ENSG00000169247"	54.6055794470032	-1.29901307175614	0.353803511433169	-3.6715663631889	0.000241068461777704	0.0166410289675639	-1.18360482254121	"SH3TC2"	"SH3 domain and tetratricopeptide repeats 2"	"79628"	71	87	76	146	13	30	31	37	27	62	58
"ENSG00000169429"	34.4616738006787	4.21769693073011	0.868733289494408	4.85499632825715	1.20388974158821e-06	0.000342807603917242	2.52088231329103	"CXCL8"	"C-X-C motif chemokine ligand 8"	"3576"	3	7	1	1	6	5	33	16	38	231	75
"ENSG00000169607"	20.2032483623996	2.39421512773712	0.728579028439508	3.28614334791535	0.0010156930674027	0.0439319393837346	1.66237476008103	"CKAP2L"	"cytoskeleton associated protein 2 like"	"150468"	8	2	6	7	26	4	72	26	32	32	3
"ENSG00000169692"	2439.80349962023	-1.67331441748703	0.505137754614865	-3.31259028294733	0.000924362860376559	0.0415779497698048	-1.39876465485942	"AGPAT2"	"1-acylglycerol-3-phosphate O-acyltransferase 2"	"10555"	1763	8169	1776	7238	378	1269	1314	583	1450	1059	3968
"ENSG00000169908"	1206.66190328681	-0.869937638149484	0.264166125099336	-3.29314607549456	0.000990729871973534	0.043401589391456	-0.824818266157142	"TM4SF1"	"transmembrane 4 L six family member 1"	"4071"	1467	1579	1982	2212	303	1030	813	1026	955	1149	1473
